onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0002	2.0	pride	female	NorthEuropean	F01
12.0012	2.0	pride	female	NorthEuropean	F01
19.0022	2.0	pride	female	NorthEuropean	F01
26.0062	2.0	anger	female	NorthEuropean	F01
33.0072	2.0	contempt	female	NorthEuropean	F04
40.0082	2.0	joy	female	Mediterranean	F09
47.0092	2.0	anger	female	Mediterranean	F06
54.0102	2.0	pride	female	Mediterranean	F09
61.0112	2.0	pride	female	Mediterranean	F06
68.0122	2.0	anger	female	NorthEuropean	F04
75.0132	2.0	contempt	female	NorthEuropean	F02
82.0142	2.0	joy	female	NorthEuropean	F03
89.0152	2.0	neutral	female	Mediterranean	F09
96.0162	2.0	neutral	female	NorthEuropean	F04
103.0172	2.0	contempt	female	NorthEuropean	F01
110.0182	2.0	anger	female	NorthEuropean	F02
117.0192	2.0	contempt	female	Mediterranean	F09
124.0202	2.0	joy	female	NorthEuropean	F01
131.0212	2.0	pride	female	NorthEuropean	F01
138.0222	2.0	pride	female	NorthEuropean	F04
145.0232	2.0	contempt	female	NorthEuropean	F03
152.0242	2.0	neutral	female	Mediterranean	F06
159.0252	2.0	joy	female	NorthEuropean	F02
166.0262	2.0	pride	female	NorthEuropean	F02
173.0272	2.0	anger	female	NorthEuropean	F03
180.0282	2.0	anger	female	Mediterranean	F09
187.0292	2.0	joy	female	Mediterranean	F06
194.0302	2.0	neutral	female	NorthEuropean	F03
201.0312	2.0	pride	female	NorthEuropean	F03
208.0322	2.0	joy	female	NorthEuropean	F04
215.0332	2.0	neutral	female	NorthEuropean	F01
222.0342	2.0	neutral	female	NorthEuropean	F02
229.0352	2.0	contempt	female	Mediterranean	F06
