onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0004	2.0	joy	female	NorthEuropean	F01
12.0014	2.0	joy	female	NorthEuropean	F01
19.0024	2.0	joy	female	NorthEuropean	F01
26.0074	2.0	neutral	female	NorthEuropean	F04
33.0084	2.0	anger	female	Mediterranean	F09
40.0094	2.0	anger	female	NorthEuropean	F01
47.0104	2.0	neutral	female	NorthEuropean	F01
54.0114	2.0	joy	female	NorthEuropean	F01
61.0124	2.0	pride	female	NorthEuropean	F03
68.0134	2.0	joy	female	Mediterranean	F06
75.0144	2.0	contempt	female	NorthEuropean	F01
82.0154	2.0	joy	female	NorthEuropean	F03
89.0164	2.0	anger	female	NorthEuropean	F02
96.0174	2.0	anger	female	Mediterranean	F06
103.0184	2.0	pride	female	NorthEuropean	F02
110.0194	2.0	neutral	female	Mediterranean	F06
117.0204	2.0	contempt	female	NorthEuropean	F02
124.0214	2.0	pride	female	NorthEuropean	F01
131.0224	2.0	pride	female	Mediterranean	F09
138.0234	2.0	contempt	female	Mediterranean	F06
145.0244	2.0	contempt	female	NorthEuropean	F03
152.0254	2.0	neutral	female	Mediterranean	F09
159.0264	2.0	contempt	female	NorthEuropean	F04
166.0274	2.0	anger	female	NorthEuropean	F04
173.0284	2.0	anger	female	NorthEuropean	F03
180.0294	2.0	contempt	female	Mediterranean	F09
187.0304	2.0	neutral	female	NorthEuropean	F03
194.0314	2.0	neutral	female	NorthEuropean	F02
201.0324	2.0	joy	female	Mediterranean	F09
208.0334	2.0	joy	female	NorthEuropean	F04
215.0344	2.0	pride	female	NorthEuropean	F04
222.0354	2.0	joy	female	NorthEuropean	F02
229.0364	2.0	pride	female	Mediterranean	F06
