onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0003	2.0	pride	female	NorthEuropean	F01
12.0013	2.0	pride	female	NorthEuropean	F01
19.0023	2.0	pride	female	NorthEuropean	F01
26.0103	2.0	anger	female	NorthEuropean	F02
33.0113	2.0	anger	female	Mediterranean	F09
40.0123	2.0	pride	female	Mediterranean	F06
47.0133	2.0	anger	female	NorthEuropean	F03
54.0143	2.0	contempt	female	NorthEuropean	F02
61.0153	2.0	anger	female	NorthEuropean	F04
68.0163	2.0	contempt	female	NorthEuropean	F01
75.0173	2.0	neutral	female	NorthEuropean	F04
82.0183	2.0	anger	female	NorthEuropean	F01
89.0193	2.0	pride	female	NorthEuropean	F03
96.0203	2.0	contempt	female	Mediterranean	F09
103.0213	2.0	neutral	female	NorthEuropean	F01
110.0223	2.0	neutral	female	NorthEuropean	F03
117.0233	2.0	pride	female	NorthEuropean	F04
124.0243	2.0	contempt	female	NorthEuropean	F03
131.0253	2.0	pride	female	Mediterranean	F09
138.0263	2.0	pride	female	NorthEuropean	F02
145.0273	2.0	joy	female	NorthEuropean	F02
152.0283	2.0	joy	female	Mediterranean	F06
159.0293	2.0	joy	female	NorthEuropean	F03
166.0303	2.0	pride	female	NorthEuropean	F01
173.0313	2.0	neutral	female	NorthEuropean	F02
180.0323	2.0	neutral	female	Mediterranean	F06
187.0333	2.0	joy	female	NorthEuropean	F04
194.0343	2.0	contempt	female	NorthEuropean	F04
201.0353	2.0	joy	female	Mediterranean	F09
208.0363	2.0	anger	female	Mediterranean	F06
215.0373	2.0	neutral	female	Mediterranean	F09
222.0383	2.0	contempt	female	Mediterranean	F06
229.0393	2.0	joy	female	NorthEuropean	F01
