onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0005	2.0	anger	female	NorthEuropean	F01
12.0015	2.0	anger	female	NorthEuropean	F01
19.0025	2.0	anger	female	NorthEuropean	F01
26.0085	2.0	pride	female	NorthEuropean	F02
33.0095	2.0	anger	female	NorthEuropean	F03
40.0105	2.0	pride	female	NorthEuropean	F01
47.0115	2.0	pride	female	Mediterranean	F09
54.0125	2.0	pride	female	NorthEuropean	F04
61.0135	2.0	contempt	female	NorthEuropean	F03
68.0145	2.0	anger	female	NorthEuropean	F04
75.0155	2.0	pride	female	Mediterranean	F06
82.0165	2.0	neutral	female	NorthEuropean	F01
89.0175	2.0	neutral	female	Mediterranean	F09
96.0185	2.0	neutral	female	Mediterranean	F06
103.0195	2.0	pride	female	NorthEuropean	F03
110.0205	2.0	contempt	female	NorthEuropean	F04
117.0215	2.0	anger	female	Mediterranean	F09
124.0225	2.0	neutral	female	NorthEuropean	F04
131.0235	2.0	contempt	female	Mediterranean	F09
138.0245	2.0	neutral	female	NorthEuropean	F03
145.0255	2.0	joy	female	NorthEuropean	F04
152.0265	2.0	anger	female	NorthEuropean	F02
159.0275	2.0	contempt	female	Mediterranean	F06
166.0285	2.0	anger	female	NorthEuropean	F01
173.0295	2.0	anger	female	Mediterranean	F06
180.0305	2.0	joy	female	NorthEuropean	F03
187.0315	2.0	contempt	female	NorthEuropean	F02
194.0325	2.0	joy	female	Mediterranean	F06
201.0335	2.0	contempt	female	NorthEuropean	F01
208.0345	2.0	joy	female	NorthEuropean	F01
215.0355	2.0	joy	female	Mediterranean	F09
222.0365	2.0	joy	female	NorthEuropean	F02
229.0375	2.0	neutral	female	NorthEuropean	F02
