onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0002	2.0	pride	female	NorthEuropean	F01
12.0012	2.0	pride	female	NorthEuropean	F01
19.0022	2.0	pride	female	NorthEuropean	F01
26.0122	2.0	joy	female	NorthEuropean	F01
33.0132	2.0	contempt	female	Mediterranean	F09
40.0142	2.0	contempt	female	NorthEuropean	F04
47.0152	2.0	pride	female	NorthEuropean	F02
54.0162	2.0	neutral	female	NorthEuropean	F01
61.0172	2.0	contempt	female	NorthEuropean	F02
68.0182	2.0	joy	female	NorthEuropean	F02
75.0192	2.0	neutral	female	NorthEuropean	F02
82.0202	2.0	neutral	female	Mediterranean	F06
89.0212	2.0	pride	female	NorthEuropean	F01
96.0222	2.0	joy	female	Mediterranean	F09
103.0232	2.0	neutral	female	Mediterranean	F09
110.0242	2.0	contempt	female	NorthEuropean	F01
117.0252	2.0	anger	female	Mediterranean	F09
124.0262	2.0	anger	female	NorthEuropean	F01
131.0272	2.0	anger	female	NorthEuropean	F04
138.0282	2.0	anger	female	Mediterranean	F06
145.0292	2.0	anger	female	NorthEuropean	F02
152.0302	2.0	joy	female	NorthEuropean	F04
159.0312	2.0	pride	female	Mediterranean	F09
166.0322	2.0	contempt	female	NorthEuropean	F03
173.0332	2.0	neutral	female	NorthEuropean	F03
180.0342	2.0	joy	female	Mediterranean	F06
187.0352	2.0	anger	female	NorthEuropean	F03
194.0362	2.0	pride	female	NorthEuropean	F04
201.0372	2.0	neutral	female	NorthEuropean	F04
208.0382	2.0	pride	female	NorthEuropean	F03
215.0392	2.0	joy	female	NorthEuropean	F03
222.0402	2.0	pride	female	Mediterranean	F06
229.0412	2.0	contempt	female	Mediterranean	F06
