onset	duration	trial_type	sex	ethnicity	ADFES_id
5.001	2.0	pride	female	NorthEuropean	F01
12.002	2.0	pride	female	NorthEuropean	F01
19.003	2.0	pride	female	NorthEuropean	F01
26.008	2.0	joy	female	NorthEuropean	F03
33.009	2.0	anger	female	Mediterranean	F06
40.01	2.0	joy	female	Mediterranean	F06
47.011	2.0	joy	female	NorthEuropean	F04
54.012	2.0	neutral	female	NorthEuropean	F04
61.013	2.0	neutral	female	NorthEuropean	F03
68.014	2.0	neutral	female	NorthEuropean	F02
75.015	2.0	pride	female	NorthEuropean	F01
82.016	2.0	pride	female	NorthEuropean	F04
89.017	2.0	pride	female	NorthEuropean	F02
96.018	2.0	pride	female	NorthEuropean	F03
103.019	2.0	anger	female	Mediterranean	F09
110.02	2.0	neutral	female	NorthEuropean	F01
117.021	2.0	anger	female	NorthEuropean	F03
124.022	2.0	anger	female	NorthEuropean	F01
131.023	2.0	neutral	female	Mediterranean	F06
138.024	2.0	joy	female	Mediterranean	F09
145.025	2.0	joy	female	NorthEuropean	F01
152.026	2.0	joy	female	NorthEuropean	F02
159.027	2.0	neutral	female	Mediterranean	F09
166.028	2.0	contempt	female	NorthEuropean	F02
173.029	2.0	anger	female	NorthEuropean	F04
180.03	2.0	contempt	female	Mediterranean	F09
187.031	2.0	pride	female	Mediterranean	F06
194.032	2.0	pride	female	Mediterranean	F09
201.033	2.0	anger	female	NorthEuropean	F02
208.034	2.0	contempt	female	NorthEuropean	F04
215.035	2.0	contempt	female	NorthEuropean	F01
222.036	2.0	contempt	female	NorthEuropean	F03
229.037	2.0	contempt	female	Mediterranean	F06
