onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0007	2.0	contempt	female	NorthEuropean	F01
12.0017	2.0	contempt	female	NorthEuropean	F01
19.0027	2.0	contempt	female	NorthEuropean	F01
26.0067	2.0	joy	female	NorthEuropean	F04
33.0077	2.0	neutral	female	NorthEuropean	F03
40.0087	2.0	pride	female	Mediterranean	F06
47.0097	2.0	contempt	female	NorthEuropean	F02
54.0107	2.0	joy	female	Mediterranean	F06
61.0117	2.0	neutral	female	NorthEuropean	F02
68.0127	2.0	pride	female	NorthEuropean	F02
75.0137	2.0	neutral	female	Mediterranean	F06
82.0147	2.0	anger	female	NorthEuropean	F04
89.0157	2.0	neutral	female	NorthEuropean	F01
96.0167	2.0	contempt	female	Mediterranean	F06
103.0177	2.0	pride	female	NorthEuropean	F03
110.0187	2.0	joy	female	NorthEuropean	F02
117.0197	2.0	neutral	female	Mediterranean	F09
124.0207	2.0	joy	female	Mediterranean	F09
131.0217	2.0	anger	female	Mediterranean	F06
138.0227	2.0	contempt	female	NorthEuropean	F03
145.0237	2.0	anger	female	NorthEuropean	F01
152.0247	2.0	pride	female	Mediterranean	F09
159.0257	2.0	anger	female	NorthEuropean	F02
166.0267	2.0	pride	female	NorthEuropean	F04
173.0277	2.0	anger	female	Mediterranean	F09
180.0287	2.0	contempt	female	Mediterranean	F09
187.0297	2.0	contempt	female	NorthEuropean	F04
194.0307	2.0	joy	female	NorthEuropean	F01
201.0317	2.0	anger	female	NorthEuropean	F03
208.0327	2.0	contempt	female	NorthEuropean	F01
215.0337	2.0	joy	female	NorthEuropean	F03
222.0347	2.0	neutral	female	NorthEuropean	F04
229.0357	2.0	pride	female	NorthEuropean	F01
