onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0001	2.0	pride	female	NorthEuropean	F01
12.0011	2.0	pride	female	NorthEuropean	F01
19.0021	2.0	pride	female	NorthEuropean	F01
26.0101	2.0	pride	female	Mediterranean	F06
33.0111	2.0	pride	female	Mediterranean	F09
40.0121	2.0	anger	female	Mediterranean	F06
47.0131	2.0	anger	female	Mediterranean	F09
54.0141	2.0	contempt	female	NorthEuropean	F02
61.0151	2.0	joy	female	Mediterranean	F09
68.0161	2.0	contempt	female	Mediterranean	F06
75.0171	2.0	neutral	female	Mediterranean	F06
82.0181	2.0	contempt	female	NorthEuropean	F01
89.0191	2.0	anger	female	NorthEuropean	F04
96.0201	2.0	contempt	female	NorthEuropean	F04
103.0211	2.0	joy	female	NorthEuropean	F01
110.0221	2.0	joy	female	NorthEuropean	F03
117.0231	2.0	anger	female	NorthEuropean	F03
124.0241	2.0	pride	female	NorthEuropean	F02
131.0251	2.0	neutral	female	NorthEuropean	F02
138.0261	2.0	joy	female	NorthEuropean	F02
145.0271	2.0	joy	female	Mediterranean	F06
152.0281	2.0	neutral	female	NorthEuropean	F04
159.0291	2.0	neutral	female	Mediterranean	F09
166.0301	2.0	joy	female	NorthEuropean	F04
173.0311	2.0	neutral	female	NorthEuropean	F03
180.0321	2.0	contempt	female	NorthEuropean	F03
187.0331	2.0	neutral	female	NorthEuropean	F01
194.0341	2.0	pride	female	NorthEuropean	F03
201.0351	2.0	anger	female	NorthEuropean	F02
208.0361	2.0	anger	female	NorthEuropean	F01
215.0371	2.0	contempt	female	Mediterranean	F09
222.0381	2.0	pride	female	NorthEuropean	F04
229.0391	2.0	pride	female	NorthEuropean	F01
