onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0003	2.0	neutral	female	NorthEuropean	F01
12.0013	2.0	neutral	female	NorthEuropean	F01
19.0023	2.0	neutral	female	NorthEuropean	F01
26.0093	2.0	contempt	female	NorthEuropean	F04
33.0103	2.0	neutral	female	NorthEuropean	F01
40.0113	2.0	joy	female	Mediterranean	F09
47.0123	2.0	contempt	female	NorthEuropean	F03
54.0133	2.0	pride	female	Mediterranean	F06
61.0143	2.0	pride	female	NorthEuropean	F01
68.0153	2.0	anger	female	NorthEuropean	F02
75.0163	2.0	contempt	female	Mediterranean	F09
82.0173	2.0	contempt	female	NorthEuropean	F02
89.0183	2.0	contempt	female	Mediterranean	F06
96.0193	2.0	neutral	female	NorthEuropean	F04
103.0203	2.0	anger	female	NorthEuropean	F01
110.0213	2.0	anger	female	NorthEuropean	F03
117.0223	2.0	neutral	female	NorthEuropean	F03
124.0233	2.0	anger	female	Mediterranean	F09
131.0243	2.0	joy	female	NorthEuropean	F01
138.0253	2.0	contempt	female	NorthEuropean	F01
145.0263	2.0	anger	female	Mediterranean	F06
152.0273	2.0	pride	female	NorthEuropean	F03
159.0283	2.0	joy	female	NorthEuropean	F04
166.0293	2.0	neutral	female	Mediterranean	F06
173.0303	2.0	anger	female	NorthEuropean	F04
180.0313	2.0	joy	female	Mediterranean	F06
187.0323	2.0	neutral	female	Mediterranean	F09
194.0333	2.0	pride	female	NorthEuropean	F02
201.0343	2.0	pride	female	Mediterranean	F09
208.0353	2.0	joy	female	NorthEuropean	F03
215.0363	2.0	neutral	female	NorthEuropean	F02
222.0373	2.0	joy	female	NorthEuropean	F02
229.0383	2.0	pride	female	NorthEuropean	F04
