onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0008	2.0	anger	female	NorthEuropean	F01
12.0018	2.0	anger	female	NorthEuropean	F01
19.0028	2.0	anger	female	NorthEuropean	F01
26.0118	2.0	anger	female	Mediterranean	F06
33.0128	2.0	pride	female	Mediterranean	F06
40.0138	2.0	contempt	female	NorthEuropean	F04
47.0148	2.0	joy	female	Mediterranean	F09
54.0158	2.0	anger	female	NorthEuropean	F02
61.0168	2.0	neutral	female	NorthEuropean	F02
68.0178	2.0	anger	female	NorthEuropean	F04
75.0188	2.0	neutral	female	Mediterranean	F09
82.0198	2.0	neutral	female	NorthEuropean	F04
89.0208	2.0	joy	female	NorthEuropean	F04
96.0218	2.0	anger	female	NorthEuropean	F03
103.0228	2.0	pride	female	NorthEuropean	F03
110.0238	2.0	pride	female	Mediterranean	F09
117.0248	2.0	contempt	female	Mediterranean	F06
124.0258	2.0	anger	female	Mediterranean	F09
131.0268	2.0	contempt	female	NorthEuropean	F03
138.0278	2.0	contempt	female	Mediterranean	F09
145.0288	2.0	pride	female	NorthEuropean	F02
152.0298	2.0	joy	female	NorthEuropean	F02
159.0308	2.0	neutral	female	NorthEuropean	F03
166.0318	2.0	pride	female	NorthEuropean	F04
173.0328	2.0	contempt	female	NorthEuropean	F01
180.0338	2.0	joy	female	Mediterranean	F06
187.0348	2.0	neutral	female	Mediterranean	F06
194.0358	2.0	joy	female	NorthEuropean	F03
201.0368	2.0	pride	female	NorthEuropean	F01
208.0378	2.0	anger	female	NorthEuropean	F01
215.0388	2.0	contempt	female	NorthEuropean	F02
222.0398	2.0	joy	female	NorthEuropean	F01
229.0408	2.0	neutral	female	NorthEuropean	F01
