onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0006	2.0	joy	female	NorthEuropean	F01
12.0016	2.0	joy	female	NorthEuropean	F01
19.0026	2.0	joy	female	NorthEuropean	F01
26.0056	2.0	contempt	female	Mediterranean	F06
33.0066	2.0	neutral	female	NorthEuropean	F03
40.0076	2.0	contempt	female	NorthEuropean	F03
47.0086	2.0	anger	female	Mediterranean	F09
54.0096	2.0	neutral	female	NorthEuropean	F02
61.0106	2.0	anger	female	NorthEuropean	F04
68.0116	2.0	contempt	female	NorthEuropean	F01
75.0126	2.0	anger	female	Mediterranean	F06
82.0136	2.0	joy	female	Mediterranean	F09
89.0146	2.0	contempt	female	Mediterranean	F09
96.0156	2.0	neutral	female	NorthEuropean	F01
103.0166	2.0	joy	female	NorthEuropean	F01
110.0176	2.0	pride	female	NorthEuropean	F01
117.0186	2.0	joy	female	NorthEuropean	F02
124.0196	2.0	anger	female	NorthEuropean	F03
131.0206	2.0	pride	female	NorthEuropean	F04
138.0216	2.0	neutral	female	NorthEuropean	F04
145.0226	2.0	neutral	female	Mediterranean	F09
152.0236	2.0	contempt	female	NorthEuropean	F04
159.0246	2.0	pride	female	Mediterranean	F09
166.0256	2.0	neutral	female	Mediterranean	F06
173.0266	2.0	contempt	female	NorthEuropean	F02
180.0276	2.0	anger	female	NorthEuropean	F01
187.0286	2.0	anger	female	NorthEuropean	F02
194.0296	2.0	pride	female	NorthEuropean	F03
201.0306	2.0	pride	female	Mediterranean	F06
208.0316	2.0	pride	female	NorthEuropean	F02
215.0326	2.0	joy	female	NorthEuropean	F04
222.0336	2.0	joy	female	NorthEuropean	F03
229.0346	2.0	joy	female	Mediterranean	F06
