onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0003	2.0	anger	female	NorthEuropean	F01
12.0013	2.0	anger	female	NorthEuropean	F01
19.0023	2.0	anger	female	NorthEuropean	F01
26.0123	2.0	neutral	female	Mediterranean	F09
33.0133	2.0	anger	female	Mediterranean	F06
40.0143	2.0	joy	female	NorthEuropean	F03
47.0153	2.0	pride	female	Mediterranean	F09
54.0163	2.0	pride	female	NorthEuropean	F04
61.0173	2.0	joy	female	Mediterranean	F06
68.0183	2.0	joy	female	NorthEuropean	F04
75.0193	2.0	contempt	female	NorthEuropean	F02
82.0203	2.0	pride	female	NorthEuropean	F02
89.0213	2.0	neutral	female	NorthEuropean	F01
96.0223	2.0	neutral	female	NorthEuropean	F03
103.0233	2.0	neutral	female	Mediterranean	F06
110.0243	2.0	pride	female	Mediterranean	F06
117.0253	2.0	joy	female	Mediterranean	F09
124.0263	2.0	joy	female	NorthEuropean	F02
131.0273	2.0	contempt	female	Mediterranean	F09
138.0283	2.0	anger	female	NorthEuropean	F01
145.0293	2.0	anger	female	NorthEuropean	F04
152.0303	2.0	joy	female	NorthEuropean	F01
159.0313	2.0	contempt	female	NorthEuropean	F01
166.0323	2.0	contempt	female	Mediterranean	F06
173.0333	2.0	pride	female	NorthEuropean	F03
180.0343	2.0	anger	female	Mediterranean	F09
187.0353	2.0	contempt	female	NorthEuropean	F04
194.0363	2.0	contempt	female	NorthEuropean	F03
201.0373	2.0	neutral	female	NorthEuropean	F02
208.0383	2.0	neutral	female	NorthEuropean	F04
215.0393	2.0	anger	female	NorthEuropean	F02
222.0403	2.0	pride	female	NorthEuropean	F01
229.0413	2.0	anger	female	NorthEuropean	F03
