onset	duration	trial_type	sex	ethnicity	ADFES_id
5.001	2.0	joy	female	NorthEuropean	F01
12.002	2.0	joy	female	NorthEuropean	F01
19.003	2.0	joy	female	NorthEuropean	F01
26.007	2.0	neutral	female	Mediterranean	F06
33.008	2.0	contempt	female	NorthEuropean	F03
40.009	2.0	joy	female	NorthEuropean	F04
47.01	2.0	pride	female	NorthEuropean	F01
54.011	2.0	neutral	female	NorthEuropean	F02
61.012	2.0	contempt	female	Mediterranean	F09
68.013	2.0	neutral	female	NorthEuropean	F01
75.014	2.0	pride	female	Mediterranean	F06
82.015	2.0	joy	female	Mediterranean	F09
89.016	2.0	pride	female	NorthEuropean	F03
96.017	2.0	anger	female	NorthEuropean	F01
103.018	2.0	anger	female	NorthEuropean	F02
110.019	2.0	contempt	female	NorthEuropean	F04
117.02	2.0	pride	female	NorthEuropean	F04
124.021	2.0	contempt	female	Mediterranean	F06
131.022	2.0	contempt	female	NorthEuropean	F02
138.023	2.0	anger	female	NorthEuropean	F04
145.024	2.0	anger	female	Mediterranean	F06
152.025	2.0	neutral	female	NorthEuropean	F04
159.026	2.0	pride	female	NorthEuropean	F02
166.027	2.0	contempt	female	NorthEuropean	F01
173.028	2.0	neutral	female	Mediterranean	F09
180.029	2.0	joy	female	NorthEuropean	F02
187.03	2.0	anger	female	NorthEuropean	F03
194.031	2.0	joy	female	NorthEuropean	F01
201.032	2.0	joy	female	NorthEuropean	F03
208.033	2.0	neutral	female	NorthEuropean	F03
215.034	2.0	anger	female	Mediterranean	F09
222.035	2.0	pride	female	Mediterranean	F09
229.036	2.0	joy	female	Mediterranean	F06
