onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0007	2.0	pride	female	NorthEuropean	F01
12.0017	2.0	pride	female	NorthEuropean	F01
19.0027	2.0	pride	female	NorthEuropean	F01
26.0087	2.0	joy	female	Mediterranean	F06
33.0097	2.0	joy	female	NorthEuropean	F02
40.0107	2.0	neutral	female	NorthEuropean	F01
47.0117	2.0	contempt	female	Mediterranean	F06
54.0127	2.0	anger	female	NorthEuropean	F04
61.0137	2.0	pride	female	NorthEuropean	F02
68.0147	2.0	neutral	female	NorthEuropean	F03
75.0157	2.0	pride	female	Mediterranean	F06
82.0167	2.0	pride	female	Mediterranean	F09
89.0177	2.0	neutral	female	NorthEuropean	F04
96.0187	2.0	anger	female	NorthEuropean	F02
103.0197	2.0	anger	female	NorthEuropean	F01
110.0207	2.0	contempt	female	Mediterranean	F09
117.0217	2.0	pride	female	NorthEuropean	F04
124.0227	2.0	joy	female	NorthEuropean	F03
131.0237	2.0	joy	female	NorthEuropean	F04
138.0247	2.0	contempt	female	NorthEuropean	F03
145.0257	2.0	contempt	female	NorthEuropean	F04
152.0267	2.0	contempt	female	NorthEuropean	F01
159.0277	2.0	contempt	female	NorthEuropean	F02
166.0287	2.0	pride	female	NorthEuropean	F03
173.0297	2.0	anger	female	NorthEuropean	F03
180.0307	2.0	anger	female	Mediterranean	F06
187.0317	2.0	joy	female	Mediterranean	F09
194.0327	2.0	neutral	female	NorthEuropean	F02
201.0337	2.0	anger	female	Mediterranean	F09
208.0347	2.0	neutral	female	Mediterranean	F06
215.0357	2.0	neutral	female	Mediterranean	F09
222.0367	2.0	joy	female	NorthEuropean	F01
229.0377	2.0	pride	female	NorthEuropean	F01
