onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0008	2.0	pride	female	NorthEuropean	F01
12.0018	2.0	pride	female	NorthEuropean	F01
19.0028	2.0	pride	female	NorthEuropean	F01
26.0078	2.0	pride	female	NorthEuropean	F01
33.0088	2.0	anger	female	NorthEuropean	F01
40.0098	2.0	anger	female	NorthEuropean	F04
47.0108	2.0	joy	female	NorthEuropean	F01
54.0118	2.0	anger	female	Mediterranean	F09
61.0128	2.0	neutral	female	NorthEuropean	F03
68.0138	2.0	neutral	female	NorthEuropean	F01
75.0148	2.0	neutral	female	NorthEuropean	F02
82.0158	2.0	joy	female	Mediterranean	F06
89.0168	2.0	pride	female	NorthEuropean	F02
96.0178	2.0	contempt	female	NorthEuropean	F01
103.0188	2.0	neutral	female	NorthEuropean	F04
110.0198	2.0	joy	female	NorthEuropean	F02
117.0208	2.0	pride	female	NorthEuropean	F04
124.0218	2.0	contempt	female	NorthEuropean	F03
131.0228	2.0	contempt	female	NorthEuropean	F02
138.0238	2.0	contempt	female	Mediterranean	F09
145.0248	2.0	joy	female	NorthEuropean	F03
152.0258	2.0	neutral	female	Mediterranean	F09
159.0268	2.0	anger	female	NorthEuropean	F02
166.0278	2.0	anger	female	NorthEuropean	F03
173.0288	2.0	pride	female	Mediterranean	F09
180.0298	2.0	neutral	female	Mediterranean	F06
187.0308	2.0	joy	female	NorthEuropean	F04
194.0318	2.0	pride	female	Mediterranean	F06
201.0328	2.0	anger	female	Mediterranean	F06
208.0338	2.0	joy	female	Mediterranean	F09
215.0348	2.0	contempt	female	NorthEuropean	F04
222.0358	2.0	pride	female	NorthEuropean	F03
229.0368	2.0	contempt	female	Mediterranean	F06
