onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0005	2.0	joy	female	NorthEuropean	F01
12.0015	2.0	joy	female	NorthEuropean	F01
19.0025	2.0	joy	female	NorthEuropean	F01
26.0055	2.0	contempt	female	Mediterranean	F09
33.0065	2.0	pride	female	NorthEuropean	F02
40.0075	2.0	contempt	female	NorthEuropean	F03
47.0085	2.0	neutral	female	NorthEuropean	F03
54.0095	2.0	pride	female	NorthEuropean	F03
61.0105	2.0	joy	female	Mediterranean	F06
68.0115	2.0	joy	female	NorthEuropean	F04
75.0125	2.0	neutral	female	NorthEuropean	F01
82.0135	2.0	anger	female	Mediterranean	F06
89.0145	2.0	pride	female	Mediterranean	F09
96.0155	2.0	joy	female	NorthEuropean	F01
103.0165	2.0	anger	female	Mediterranean	F09
110.0175	2.0	contempt	female	Mediterranean	F06
117.0185	2.0	anger	female	NorthEuropean	F02
124.0195	2.0	anger	female	NorthEuropean	F04
131.0205	2.0	anger	female	NorthEuropean	F03
138.0215	2.0	neutral	female	Mediterranean	F09
145.0225	2.0	pride	female	NorthEuropean	F01
152.0235	2.0	contempt	female	NorthEuropean	F04
159.0245	2.0	joy	female	NorthEuropean	F02
166.0255	2.0	joy	female	Mediterranean	F09
173.0265	2.0	neutral	female	Mediterranean	F06
180.0275	2.0	contempt	female	NorthEuropean	F01
187.0285	2.0	joy	female	NorthEuropean	F03
194.0295	2.0	contempt	female	NorthEuropean	F02
201.0305	2.0	pride	female	Mediterranean	F06
208.0315	2.0	neutral	female	NorthEuropean	F04
215.0325	2.0	neutral	female	NorthEuropean	F02
222.0335	2.0	pride	female	NorthEuropean	F04
229.0345	2.0	anger	female	NorthEuropean	F01
