onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0005	2.0	contempt	female	NorthEuropean	F01
12.0015	2.0	contempt	female	NorthEuropean	F01
19.0025	2.0	contempt	female	NorthEuropean	F01
26.0135	2.0	contempt	female	Mediterranean	F06
33.0145	2.0	neutral	female	Mediterranean	F09
40.0155	2.0	neutral	female	NorthEuropean	F04
47.0165	2.0	anger	female	Mediterranean	F06
54.0175	2.0	contempt	female	NorthEuropean	F01
61.0185	2.0	joy	female	Mediterranean	F09
68.0195	2.0	neutral	female	Mediterranean	F06
75.0205	2.0	contempt	female	Mediterranean	F09
82.0215	2.0	joy	female	NorthEuropean	F02
89.0225	2.0	neutral	female	NorthEuropean	F02
96.0235	2.0	anger	female	NorthEuropean	F02
103.0245	2.0	neutral	female	NorthEuropean	F01
110.0255	2.0	pride	female	NorthEuropean	F04
117.0265	2.0	pride	female	NorthEuropean	F02
124.0275	2.0	pride	female	NorthEuropean	F01
131.0285	2.0	pride	female	Mediterranean	F09
138.0295	2.0	neutral	female	NorthEuropean	F03
145.0305	2.0	anger	female	NorthEuropean	F01
152.0315	2.0	joy	female	Mediterranean	F06
159.0325	2.0	anger	female	NorthEuropean	F03
166.0335	2.0	pride	female	Mediterranean	F06
173.0345	2.0	contempt	female	NorthEuropean	F04
180.0355	2.0	joy	female	NorthEuropean	F01
187.0365	2.0	anger	female	NorthEuropean	F04
194.0375	2.0	joy	female	NorthEuropean	F04
201.0385	2.0	anger	female	Mediterranean	F09
208.0395	2.0	pride	female	NorthEuropean	F03
215.0405	2.0	contempt	female	NorthEuropean	F03
222.0415	2.0	contempt	female	NorthEuropean	F02
229.0425	2.0	joy	female	NorthEuropean	F03
