onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0001	2.0	neutral	female	NorthEuropean	F01
12.0011	2.0	neutral	female	NorthEuropean	F01
19.0021	2.0	neutral	female	NorthEuropean	F01
26.0111	2.0	anger	female	NorthEuropean	F02
33.0121	2.0	contempt	female	NorthEuropean	F01
40.0131	2.0	joy	female	NorthEuropean	F02
47.0141	2.0	anger	female	Mediterranean	F09
54.0151	2.0	pride	female	Mediterranean	F09
61.0161	2.0	pride	female	Mediterranean	F06
68.0171	2.0	neutral	female	NorthEuropean	F04
75.0181	2.0	neutral	female	NorthEuropean	F02
82.0191	2.0	neutral	female	Mediterranean	F09
89.0201	2.0	joy	female	Mediterranean	F09
96.0211	2.0	joy	female	NorthEuropean	F03
103.0221	2.0	pride	female	NorthEuropean	F02
110.0231	2.0	joy	female	NorthEuropean	F01
117.0241	2.0	pride	female	NorthEuropean	F04
124.0251	2.0	joy	female	NorthEuropean	F04
131.0261	2.0	contempt	female	NorthEuropean	F04
138.0271	2.0	joy	female	Mediterranean	F06
145.0281	2.0	anger	female	NorthEuropean	F04
152.0291	2.0	contempt	female	NorthEuropean	F03
159.0301	2.0	anger	female	NorthEuropean	F03
166.0311	2.0	contempt	female	Mediterranean	F09
173.0321	2.0	anger	female	NorthEuropean	F01
180.0331	2.0	anger	female	Mediterranean	F06
187.0341	2.0	contempt	female	Mediterranean	F06
194.0351	2.0	pride	female	NorthEuropean	F01
201.0361	2.0	contempt	female	NorthEuropean	F02
208.0371	2.0	pride	female	NorthEuropean	F03
215.0381	2.0	neutral	female	NorthEuropean	F03
222.0391	2.0	neutral	female	NorthEuropean	F01
229.0401	2.0	neutral	female	Mediterranean	F06
