onset	duration	trial_type	sex	ethnicity	ADFES_id
5.001	2.0	joy	female	NorthEuropean	F01
12.002	2.0	joy	female	NorthEuropean	F01
19.003	2.0	joy	female	NorthEuropean	F01
26.006	2.0	pride	female	NorthEuropean	F01
33.007	2.0	joy	female	Mediterranean	F09
40.008	2.0	pride	female	NorthEuropean	F02
47.009	2.0	pride	female	Mediterranean	F06
54.01	2.0	neutral	female	NorthEuropean	F02
61.011	2.0	joy	female	Mediterranean	F06
68.012	2.0	neutral	female	NorthEuropean	F03
75.013	2.0	pride	female	NorthEuropean	F03
82.014	2.0	contempt	female	NorthEuropean	F04
89.015	2.0	anger	female	NorthEuropean	F02
96.016	2.0	neutral	female	Mediterranean	F09
103.017	2.0	joy	female	NorthEuropean	F04
110.018	2.0	anger	female	NorthEuropean	F03
117.019	2.0	anger	female	Mediterranean	F09
124.02	2.0	neutral	female	NorthEuropean	F04
131.021	2.0	anger	female	NorthEuropean	F01
138.022	2.0	contempt	female	Mediterranean	F09
145.023	2.0	contempt	female	NorthEuropean	F01
152.024	2.0	joy	female	NorthEuropean	F03
159.025	2.0	anger	female	NorthEuropean	F04
166.026	2.0	contempt	female	NorthEuropean	F03
173.027	2.0	pride	female	NorthEuropean	F04
180.028	2.0	contempt	female	NorthEuropean	F02
187.029	2.0	contempt	female	Mediterranean	F06
194.03	2.0	neutral	female	Mediterranean	F06
201.031	2.0	pride	female	Mediterranean	F09
208.032	2.0	joy	female	NorthEuropean	F02
215.033	2.0	neutral	female	NorthEuropean	F01
222.034	2.0	joy	female	NorthEuropean	F01
229.035	2.0	anger	female	Mediterranean	F06
