onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0004	2.0	anger	female	NorthEuropean	F01
12.0014	2.0	anger	female	NorthEuropean	F01
19.0024	2.0	anger	female	NorthEuropean	F01
26.0104	2.0	pride	female	NorthEuropean	F01
33.0114	2.0	pride	female	Mediterranean	F09
40.0124	2.0	neutral	female	Mediterranean	F06
47.0134	2.0	joy	female	Mediterranean	F06
54.0144	2.0	anger	female	Mediterranean	F09
61.0154	2.0	pride	female	NorthEuropean	F04
68.0164	2.0	contempt	female	Mediterranean	F06
75.0174	2.0	anger	female	Mediterranean	F06
82.0184	2.0	anger	female	NorthEuropean	F04
89.0194	2.0	contempt	female	NorthEuropean	F01
96.0204	2.0	joy	female	Mediterranean	F09
103.0214	2.0	anger	female	NorthEuropean	F02
110.0224	2.0	neutral	female	NorthEuropean	F03
117.0234	2.0	neutral	female	NorthEuropean	F01
124.0244	2.0	contempt	female	Mediterranean	F09
131.0254	2.0	neutral	female	Mediterranean	F09
138.0264	2.0	joy	female	NorthEuropean	F03
145.0274	2.0	pride	female	NorthEuropean	F03
152.0284	2.0	contempt	female	NorthEuropean	F03
159.0294	2.0	joy	female	NorthEuropean	F01
166.0304	2.0	anger	female	NorthEuropean	F03
173.0314	2.0	pride	female	NorthEuropean	F02
180.0324	2.0	anger	female	NorthEuropean	F01
187.0334	2.0	neutral	female	NorthEuropean	F04
194.0344	2.0	contempt	female	NorthEuropean	F02
201.0354	2.0	neutral	female	NorthEuropean	F02
208.0364	2.0	pride	female	Mediterranean	F06
215.0374	2.0	joy	female	NorthEuropean	F02
222.0384	2.0	contempt	female	NorthEuropean	F04
229.0394	2.0	joy	female	NorthEuropean	F04
