onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0008	2.0	pride	female	NorthEuropean	F01
12.0018	2.0	pride	female	NorthEuropean	F01
19.0028	2.0	pride	female	NorthEuropean	F01
26.0068	2.0	pride	female	Mediterranean	F06
33.0078	2.0	joy	female	NorthEuropean	F02
40.0088	2.0	pride	female	NorthEuropean	F02
47.0098	2.0	neutral	female	NorthEuropean	F01
54.0108	2.0	joy	female	Mediterranean	F06
61.0118	2.0	pride	female	NorthEuropean	F03
68.0128	2.0	pride	female	NorthEuropean	F04
75.0138	2.0	anger	female	NorthEuropean	F04
82.0148	2.0	anger	female	Mediterranean	F06
89.0158	2.0	contempt	female	NorthEuropean	F03
96.0168	2.0	contempt	female	Mediterranean	F09
103.0178	2.0	anger	female	NorthEuropean	F03
110.0188	2.0	neutral	female	Mediterranean	F09
117.0198	2.0	contempt	female	NorthEuropean	F01
124.0208	2.0	anger	female	NorthEuropean	F01
131.0218	2.0	joy	female	NorthEuropean	F04
138.0228	2.0	joy	female	NorthEuropean	F01
145.0238	2.0	anger	female	Mediterranean	F09
152.0248	2.0	neutral	female	NorthEuropean	F04
159.0258	2.0	neutral	female	Mediterranean	F06
166.0268	2.0	joy	female	NorthEuropean	F03
173.0278	2.0	pride	female	NorthEuropean	F01
180.0288	2.0	contempt	female	Mediterranean	F06
187.0298	2.0	contempt	female	NorthEuropean	F04
194.0308	2.0	pride	female	Mediterranean	F09
201.0318	2.0	contempt	female	NorthEuropean	F02
208.0328	2.0	joy	female	Mediterranean	F09
215.0338	2.0	neutral	female	NorthEuropean	F03
222.0348	2.0	neutral	female	NorthEuropean	F02
229.0358	2.0	anger	female	NorthEuropean	F02
