onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0003	2.0	pride	female	NorthEuropean	F01
12.0013	2.0	pride	female	NorthEuropean	F01
19.0023	2.0	pride	female	NorthEuropean	F01
26.0073	2.0	joy	female	NorthEuropean	F02
33.0083	2.0	contempt	female	NorthEuropean	F04
40.0093	2.0	contempt	female	NorthEuropean	F01
47.0103	2.0	contempt	female	NorthEuropean	F02
54.0113	2.0	pride	female	NorthEuropean	F03
61.0123	2.0	contempt	female	NorthEuropean	F03
68.0133	2.0	neutral	female	NorthEuropean	F04
75.0143	2.0	anger	female	Mediterranean	F06
82.0153	2.0	joy	female	NorthEuropean	F04
89.0163	2.0	neutral	female	Mediterranean	F09
96.0173	2.0	neutral	female	NorthEuropean	F01
103.0183	2.0	anger	female	NorthEuropean	F01
110.0193	2.0	contempt	female	Mediterranean	F09
117.0203	2.0	pride	female	Mediterranean	F06
124.0213	2.0	pride	female	NorthEuropean	F01
131.0223	2.0	pride	female	Mediterranean	F09
138.0233	2.0	pride	female	NorthEuropean	F04
145.0243	2.0	neutral	female	NorthEuropean	F02
152.0253	2.0	pride	female	NorthEuropean	F02
159.0263	2.0	contempt	female	Mediterranean	F06
166.0273	2.0	joy	female	NorthEuropean	F03
173.0283	2.0	anger	female	NorthEuropean	F03
180.0293	2.0	anger	female	NorthEuropean	F02
187.0303	2.0	joy	female	Mediterranean	F06
194.0313	2.0	neutral	female	Mediterranean	F06
201.0323	2.0	neutral	female	NorthEuropean	F03
208.0333	2.0	anger	female	Mediterranean	F09
215.0343	2.0	joy	female	NorthEuropean	F01
222.0353	2.0	anger	female	NorthEuropean	F04
229.0363	2.0	joy	female	Mediterranean	F09
