onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0001	2.0	neutral	female	NorthEuropean	F01
12.0011	2.0	neutral	female	NorthEuropean	F01
19.0021	2.0	neutral	female	NorthEuropean	F01
26.0091	2.0	neutral	female	Mediterranean	F09
33.0101	2.0	neutral	female	Mediterranean	F06
40.0111	2.0	joy	female	NorthEuropean	F02
47.0121	2.0	joy	female	NorthEuropean	F01
54.0131	2.0	anger	female	NorthEuropean	F04
61.0141	2.0	pride	female	NorthEuropean	F01
68.0151	2.0	contempt	female	Mediterranean	F09
75.0161	2.0	joy	female	Mediterranean	F09
82.0171	2.0	pride	female	NorthEuropean	F03
89.0181	2.0	neutral	female	NorthEuropean	F02
96.0191	2.0	neutral	female	NorthEuropean	F03
103.0201	2.0	pride	female	NorthEuropean	F02
110.0211	2.0	contempt	female	NorthEuropean	F03
117.0221	2.0	joy	female	NorthEuropean	F04
124.0231	2.0	joy	female	Mediterranean	F06
131.0241	2.0	pride	female	Mediterranean	F06
138.0251	2.0	pride	female	NorthEuropean	F04
145.0261	2.0	contempt	female	NorthEuropean	F02
152.0271	2.0	contempt	female	NorthEuropean	F01
159.0281	2.0	neutral	female	NorthEuropean	F04
166.0291	2.0	pride	female	Mediterranean	F09
173.0301	2.0	contempt	female	NorthEuropean	F04
180.0311	2.0	joy	female	NorthEuropean	F03
187.0321	2.0	anger	female	NorthEuropean	F02
194.0331	2.0	neutral	female	NorthEuropean	F01
201.0341	2.0	contempt	female	Mediterranean	F06
208.0351	2.0	anger	female	Mediterranean	F09
215.0361	2.0	anger	female	NorthEuropean	F03
222.0371	2.0	anger	female	NorthEuropean	F01
229.0381	2.0	anger	female	Mediterranean	F06
