onset	duration	trial_type	sex	ethnicity	ADFES_id
5.001	2.0	joy	female	NorthEuropean	F01
12.002	2.0	joy	female	NorthEuropean	F01
19.003	2.0	joy	female	NorthEuropean	F01
26.012	2.0	neutral	female	Mediterranean	F09
33.013	2.0	anger	female	NorthEuropean	F01
40.014	2.0	anger	female	NorthEuropean	F04
47.015	2.0	contempt	female	NorthEuropean	F04
54.016	2.0	contempt	female	NorthEuropean	F01
61.017	2.0	neutral	female	NorthEuropean	F01
68.018	2.0	joy	female	NorthEuropean	F03
75.019	2.0	pride	female	NorthEuropean	F01
82.02	2.0	neutral	female	Mediterranean	F06
89.021	2.0	contempt	female	Mediterranean	F06
96.022	2.0	joy	female	NorthEuropean	F01
103.023	2.0	neutral	female	NorthEuropean	F03
110.024	2.0	joy	female	NorthEuropean	F02
117.025	2.0	pride	female	Mediterranean	F06
124.026	2.0	neutral	female	NorthEuropean	F04
131.027	2.0	pride	female	NorthEuropean	F02
138.028	2.0	anger	female	Mediterranean	F09
145.029	2.0	anger	female	Mediterranean	F06
152.03	2.0	contempt	female	NorthEuropean	F03
159.031	2.0	neutral	female	NorthEuropean	F02
166.032	2.0	contempt	female	NorthEuropean	F02
173.033	2.0	pride	female	NorthEuropean	F03
180.034	2.0	contempt	female	Mediterranean	F09
187.035	2.0	joy	female	NorthEuropean	F04
194.036	2.0	pride	female	NorthEuropean	F04
201.037	2.0	pride	female	Mediterranean	F09
208.038	2.0	anger	female	NorthEuropean	F02
215.039	2.0	anger	female	NorthEuropean	F03
222.04	2.0	joy	female	Mediterranean	F06
229.041	2.0	joy	female	Mediterranean	F09
