onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0009	2.0	pride	female	NorthEuropean	F01
12.0019	2.0	pride	female	NorthEuropean	F01
19.0029	2.0	pride	female	NorthEuropean	F01
26.0109	2.0	contempt	female	Mediterranean	F09
33.0119	2.0	contempt	female	NorthEuropean	F03
40.0129	2.0	contempt	female	NorthEuropean	F02
47.0139	2.0	joy	female	NorthEuropean	F01
54.0149	2.0	neutral	female	NorthEuropean	F01
61.0159	2.0	neutral	female	Mediterranean	F06
68.0169	2.0	contempt	female	Mediterranean	F06
75.0179	2.0	joy	female	NorthEuropean	F02
82.0189	2.0	pride	female	NorthEuropean	F04
89.0199	2.0	neutral	female	NorthEuropean	F03
96.0209	2.0	pride	female	Mediterranean	F09
103.0219	2.0	neutral	female	NorthEuropean	F04
110.0229	2.0	contempt	female	NorthEuropean	F01
117.0239	2.0	neutral	female	NorthEuropean	F02
124.0249	2.0	anger	female	Mediterranean	F06
131.0259	2.0	pride	female	NorthEuropean	F02
138.0269	2.0	joy	female	Mediterranean	F06
145.0279	2.0	anger	female	NorthEuropean	F01
152.0289	2.0	joy	female	Mediterranean	F09
159.0299	2.0	neutral	female	Mediterranean	F09
166.0309	2.0	anger	female	NorthEuropean	F03
173.0319	2.0	anger	female	NorthEuropean	F02
180.0329	2.0	pride	female	Mediterranean	F06
187.0339	2.0	joy	female	NorthEuropean	F03
194.0349	2.0	contempt	female	NorthEuropean	F04
201.0359	2.0	anger	female	NorthEuropean	F04
208.0369	2.0	pride	female	NorthEuropean	F03
215.0379	2.0	pride	female	NorthEuropean	F01
222.0389	2.0	joy	female	NorthEuropean	F04
229.0399	2.0	anger	female	Mediterranean	F09
