onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0006	2.0	neutral	female	NorthEuropean	F01
12.0016	2.0	neutral	female	NorthEuropean	F01
19.0026	2.0	neutral	female	NorthEuropean	F01
26.0116	2.0	anger	female	NorthEuropean	F02
33.0126	2.0	pride	female	NorthEuropean	F04
40.0136	2.0	joy	female	Mediterranean	F09
47.0146	2.0	anger	female	Mediterranean	F06
54.0156	2.0	neutral	female	NorthEuropean	F04
61.0166	2.0	contempt	female	Mediterranean	F06
68.0176	2.0	anger	female	NorthEuropean	F04
75.0186	2.0	contempt	female	NorthEuropean	F03
82.0196	2.0	joy	female	Mediterranean	F06
89.0206	2.0	joy	female	NorthEuropean	F02
96.0216	2.0	neutral	female	Mediterranean	F09
103.0226	2.0	pride	female	Mediterranean	F09
110.0236	2.0	anger	female	Mediterranean	F09
117.0246	2.0	joy	female	NorthEuropean	F01
124.0256	2.0	contempt	female	NorthEuropean	F01
131.0266	2.0	pride	female	NorthEuropean	F01
138.0276	2.0	contempt	female	Mediterranean	F09
145.0286	2.0	contempt	female	NorthEuropean	F04
152.0296	2.0	neutral	female	NorthEuropean	F03
159.0306	2.0	anger	female	NorthEuropean	F03
166.0316	2.0	pride	female	NorthEuropean	F02
173.0326	2.0	neutral	female	Mediterranean	F06
180.0336	2.0	pride	female	NorthEuropean	F03
187.0346	2.0	joy	female	NorthEuropean	F04
194.0356	2.0	joy	female	NorthEuropean	F03
201.0366	2.0	pride	female	Mediterranean	F06
208.0376	2.0	contempt	female	NorthEuropean	F02
215.0386	2.0	neutral	female	NorthEuropean	F01
222.0396	2.0	anger	female	NorthEuropean	F01
229.0406	2.0	neutral	female	NorthEuropean	F02
