onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0011	2.0	anger	female	NorthEuropean	F01
12.0021	2.0	anger	female	NorthEuropean	F01
19.0031	2.0	anger	female	NorthEuropean	F01
26.0111	2.0	neutral	female	NorthEuropean	F03
33.0121	2.0	neutral	female	NorthEuropean	F01
40.0131	2.0	pride	female	NorthEuropean	F02
47.0141	2.0	contempt	female	NorthEuropean	F03
54.0151	2.0	anger	female	Mediterranean	F09
61.0161	2.0	neutral	female	NorthEuropean	F02
68.0171	2.0	joy	female	NorthEuropean	F01
75.0181	2.0	neutral	female	Mediterranean	F09
82.0191	2.0	anger	female	NorthEuropean	F01
89.0201	2.0	neutral	female	Mediterranean	F06
96.0211	2.0	pride	female	NorthEuropean	F03
103.0221	2.0	joy	female	NorthEuropean	F03
110.0231	2.0	contempt	female	NorthEuropean	F02
117.0241	2.0	joy	female	Mediterranean	F09
124.0251	2.0	anger	female	NorthEuropean	F02
131.0261	2.0	contempt	female	NorthEuropean	F01
138.0271	2.0	contempt	female	Mediterranean	F09
145.0281	2.0	anger	female	NorthEuropean	F04
152.0291	2.0	pride	female	Mediterranean	F06
159.0301	2.0	contempt	female	NorthEuropean	F04
166.0311	2.0	pride	female	NorthEuropean	F01
173.0321	2.0	pride	female	Mediterranean	F09
180.0331	2.0	anger	female	NorthEuropean	F03
187.0341	2.0	joy	female	NorthEuropean	F02
194.0351	2.0	pride	female	NorthEuropean	F04
201.0361	2.0	neutral	female	NorthEuropean	F04
208.0371	2.0	anger	female	Mediterranean	F06
215.0381	2.0	joy	female	NorthEuropean	F04
222.0391	2.0	joy	female	Mediterranean	F06
229.0401	2.0	contempt	female	Mediterranean	F06
