onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0008	2.0	anger	female	NorthEuropean	F01
12.0018	2.0	anger	female	NorthEuropean	F01
19.0028	2.0	anger	female	NorthEuropean	F01
26.0088	2.0	pride	female	NorthEuropean	F02
33.0098	2.0	joy	female	Mediterranean	F09
40.0108	2.0	contempt	female	NorthEuropean	F04
47.0118	2.0	joy	female	NorthEuropean	F01
54.0128	2.0	pride	female	Mediterranean	F06
61.0138	2.0	neutral	female	Mediterranean	F09
68.0148	2.0	neutral	female	Mediterranean	F06
75.0158	2.0	contempt	female	NorthEuropean	F01
82.0168	2.0	contempt	female	NorthEuropean	F03
89.0178	2.0	pride	female	NorthEuropean	F03
96.0188	2.0	anger	female	Mediterranean	F09
103.0198	2.0	contempt	female	Mediterranean	F06
110.0208	2.0	contempt	female	NorthEuropean	F02
117.0218	2.0	neutral	female	NorthEuropean	F04
124.0228	2.0	joy	female	NorthEuropean	F03
131.0238	2.0	pride	female	Mediterranean	F09
138.0248	2.0	joy	female	Mediterranean	F06
145.0258	2.0	pride	female	NorthEuropean	F01
152.0268	2.0	anger	female	NorthEuropean	F02
159.0278	2.0	neutral	female	NorthEuropean	F03
166.0288	2.0	anger	female	NorthEuropean	F04
173.0298	2.0	anger	female	Mediterranean	F06
180.0308	2.0	neutral	female	NorthEuropean	F01
187.0318	2.0	contempt	female	Mediterranean	F09
194.0328	2.0	anger	female	NorthEuropean	F01
201.0338	2.0	joy	female	NorthEuropean	F04
208.0348	2.0	anger	female	NorthEuropean	F03
215.0358	2.0	pride	female	NorthEuropean	F04
222.0368	2.0	neutral	female	NorthEuropean	F02
229.0378	2.0	joy	female	NorthEuropean	F02
