onset	duration	trial_type	sex	ethnicity	ADFES_id
5.0008	2.0	contempt	female	NorthEuropean	F01
12.0018	2.0	contempt	female	NorthEuropean	F01
19.0028	2.0	contempt	female	NorthEuropean	F01
26.0108	2.0	contempt	female	NorthEuropean	F04
33.0118	2.0	contempt	female	NorthEuropean	F03
40.0128	2.0	pride	female	Mediterranean	F09
47.0138	2.0	pride	female	NorthEuropean	F03
54.0148	2.0	joy	female	NorthEuropean	F01
61.0158	2.0	pride	female	Mediterranean	F06
68.0168	2.0	anger	female	Mediterranean	F06
75.0178	2.0	joy	female	NorthEuropean	F02
82.0188	2.0	neutral	female	NorthEuropean	F04
89.0198	2.0	contempt	female	NorthEuropean	F01
96.0208	2.0	contempt	female	NorthEuropean	F02
103.0218	2.0	anger	female	NorthEuropean	F04
110.0228	2.0	pride	female	NorthEuropean	F02
117.0238	2.0	pride	female	NorthEuropean	F01
124.0248	2.0	joy	female	NorthEuropean	F04
131.0258	2.0	joy	female	Mediterranean	F09
138.0268	2.0	anger	female	NorthEuropean	F02
145.0278	2.0	joy	female	Mediterranean	F06
152.0288	2.0	anger	female	NorthEuropean	F03
159.0298	2.0	contempt	female	Mediterranean	F06
166.0308	2.0	neutral	female	NorthEuropean	F02
173.0318	2.0	pride	female	NorthEuropean	F04
180.0328	2.0	anger	female	Mediterranean	F09
187.0338	2.0	anger	female	NorthEuropean	F01
194.0348	2.0	neutral	female	NorthEuropean	F01
201.0358	2.0	neutral	female	Mediterranean	F09
208.0368	2.0	neutral	female	Mediterranean	F06
215.0378	2.0	contempt	female	Mediterranean	F09
222.0388	2.0	neutral	female	NorthEuropean	F03
229.0398	2.0	joy	female	NorthEuropean	F03
